Series ID,Series Label,Year,Period,Period Name,Value,Percent Change (1),Percent Change (12),Date
CUUR0000SA0,CPI_AllItems,2006,M01,January,198.3,0.8,4,1/1/06
CUUR0000SA0,CPI_AllItems,2006,M02,February,198.7,0.2,3.6,2/1/06
CUUR0000SA0,CPI_AllItems,2006,M03,March,199.8,0.6,3.4,3/1/06
CUUR0000SA0,CPI_AllItems,2006,M04,April,201.5,0.9,3.5,4/1/06
CUUR0000SA0,CPI_AllItems,2006,M05,May,202.5,0.5,4.2,5/1/06
CUUR0000SA0,CPI_AllItems,2006,M06,June,202.9,0.2,4.3,6/1/06
CUUR0000SA0,CPI_AllItems,2006,M07,July,203.5,0.3,4.1,7/1/06
CUUR0000SA0,CPI_AllItems,2006,M08,August,203.9,0.2,3.8,8/1/06
CUUR0000SA0,CPI_AllItems,2006,M09,September,202.9,-0.5,2.1,9/1/06
CUUR0000SA0,CPI_AllItems,2006,M10,October,201.8,-0.5,1.3,10/1/06
CUUR0000SA0,CPI_AllItems,2006,M11,November,201.5,-0.1,2,11/1/06
CUUR0000SA0,CPI_AllItems,2006,M12,December,201.8,0.1,2.5,12/1/06
CUUR0000SA0,CPI_AllItems,2007,M01,January,202.416,0.3,2.1,1/1/07
CUUR0000SA0,CPI_AllItems,2007,M02,February,203.499,0.5,2.4,2/1/07
CUUR0000SA0,CPI_AllItems,2007,M03,March,205.352,0.9,2.8,3/1/07
CUUR0000SA0,CPI_AllItems,2007,M04,April,206.686,0.6,2.6,4/1/07
CUUR0000SA0,CPI_AllItems,2007,M05,May,207.949,0.6,2.7,5/1/07
CUUR0000SA0,CPI_AllItems,2007,M06,June,208.352,0.2,2.7,6/1/07
CUUR0000SA0,CPI_AllItems,2007,M07,July,208.299,0,2.4,7/1/07
CUUR0000SA0,CPI_AllItems,2007,M08,August,207.917,-0.2,2,8/1/07
CUUR0000SA0,CPI_AllItems,2007,M09,September,208.49,0.3,2.8,9/1/07
CUUR0000SA0,CPI_AllItems,2007,M10,October,208.936,0.2,3.5,10/1/07
CUUR0000SA0,CPI_AllItems,2007,M11,November,210.177,0.6,4.3,11/1/07
CUUR0000SA0,CPI_AllItems,2007,M12,December,210.036,-0.1,4.1,12/1/07
CUUR0000SA0,CPI_AllItems,2008,M01,January,211.08,0.5,4.3,1/1/08
CUUR0000SA0,CPI_AllItems,2008,M02,February,211.693,0.3,4,2/1/08
CUUR0000SA0,CPI_AllItems,2008,M03,March,213.528,0.9,4,3/1/08
CUUR0000SA0,CPI_AllItems,2008,M04,April,214.823,0.6,3.9,4/1/08
CUUR0000SA0,CPI_AllItems,2008,M05,May,216.632,0.8,4.2,5/1/08
CUUR0000SA0,CPI_AllItems,2008,M06,June,218.815,1,5,6/1/08
CUUR0000SA0,CPI_AllItems,2008,M07,July,219.964,0.5,5.6,7/1/08
CUUR0000SA0,CPI_AllItems,2008,M08,August,219.086,-0.4,5.4,8/1/08
CUUR0000SA0,CPI_AllItems,2008,M09,September,218.783,-0.1,4.9,9/1/08
CUUR0000SA0,CPI_AllItems,2008,M10,October,216.573,-1,3.7,10/1/08
CUUR0000SA0,CPI_AllItems,2008,M11,November,212.425,-1.9,1.1,11/1/08
CUUR0000SA0,CPI_AllItems,2008,M12,December,210.228,-1,0.1,12/1/08
CUUR0000SA0,CPI_AllItems,2009,M01,January,211.143,0.4,0,1/1/09
CUUR0000SA0,CPI_AllItems,2009,M02,February,212.193,0.5,0.2,2/1/09
CUUR0000SA0,CPI_AllItems,2009,M03,March,212.709,0.2,-0.4,3/1/09
CUUR0000SA0,CPI_AllItems,2009,M04,April,213.24,0.2,-0.7,4/1/09
CUUR0000SA0,CPI_AllItems,2009,M05,May,213.856,0.3,-1.3,5/1/09
CUUR0000SA0,CPI_AllItems,2009,M06,June,215.693,0.9,-1.4,6/1/09
CUUR0000SA0,CPI_AllItems,2009,M07,July,215.351,-0.2,-2.1,7/1/09
CUUR0000SA0,CPI_AllItems,2009,M08,August,215.834,0.2,-1.5,8/1/09
CUUR0000SA0,CPI_AllItems,2009,M09,September,215.969,0.1,-1.3,9/1/09
CUUR0000SA0,CPI_AllItems,2009,M10,October,216.177,0.1,-0.2,10/1/09
CUUR0000SA0,CPI_AllItems,2009,M11,November,216.33,0.1,1.8,11/1/09
CUUR0000SA0,CPI_AllItems,2009,M12,December,215.949,-0.2,2.7,12/1/09
CUUR0000SA0,CPI_AllItems,2010,M01,January,216.687,0.3,2.6,1/1/10
CUUR0000SA0,CPI_AllItems,2010,M02,February,216.741,0,2.1,2/1/10
CUUR0000SA0,CPI_AllItems,2010,M03,March,217.631,0.4,2.3,3/1/10
CUUR0000SA0,CPI_AllItems,2010,M04,April,218.009,0.2,2.2,4/1/10
CUUR0000SA0,CPI_AllItems,2010,M05,May,218.178,0.1,2,5/1/10
CUUR0000SA0,CPI_AllItems,2010,M06,June,217.965,-0.1,1.1,6/1/10
CUUR0000SA0,CPI_AllItems,2010,M07,July,218.011,0,1.2,7/1/10
CUUR0000SA0,CPI_AllItems,2010,M08,August,218.312,0.1,1.1,8/1/10
CUUR0000SA0,CPI_AllItems,2010,M09,September,218.439,0.1,1.1,9/1/10
CUUR0000SA0,CPI_AllItems,2010,M10,October,218.711,0.1,1.2,10/1/10
CUUR0000SA0,CPI_AllItems,2010,M11,November,218.803,0,1.1,11/1/10
CUUR0000SA0,CPI_AllItems,2010,M12,December,219.179,0.2,1.5,12/1/10
CUUR0000SA0,CPI_AllItems,2011,M01,January,220.223,0.5,1.6,1/1/11
CUUR0000SA0,CPI_AllItems,2011,M02,February,221.309,0.5,2.1,2/1/11
CUUR0000SA0,CPI_AllItems,2011,M03,March,223.467,1,2.7,3/1/11
CUUR0000SA0,CPI_AllItems,2011,M04,April,224.906,0.6,3.2,4/1/11
CUUR0000SA0,CPI_AllItems,2011,M05,May,225.964,0.5,3.6,5/1/11
CUUR0000SA0,CPI_AllItems,2011,M06,June,225.722,-0.1,3.6,6/1/11
CUUR0000SA0,CPI_AllItems,2011,M07,July,225.922,0.1,3.6,7/1/11
CUUR0000SA0,CPI_AllItems,2011,M08,August,226.545,0.3,3.8,8/1/11
CUUR0000SA0,CPI_AllItems,2011,M09,September,226.889,0.2,3.9,9/1/11
CUUR0000SA0,CPI_AllItems,2011,M10,October,226.421,-0.2,3.5,10/1/11
CUUR0000SA0,CPI_AllItems,2011,M11,November,226.23,-0.1,3.4,11/1/11
CUUR0000SA0,CPI_AllItems,2011,M12,December,225.672,-0.2,3,12/1/11
CUUR0000SA0,CPI_AllItems,2012,M01,January,226.665,0.4,2.9,1/1/12
CUUR0000SA0,CPI_AllItems,2012,M02,February,227.663,0.4,2.9,2/1/12
CUUR0000SA0,CPI_AllItems,2012,M03,March,229.392,0.8,2.7,3/1/12
CUUR0000SA0,CPI_AllItems,2012,M04,April,230.085,0.3,2.3,4/1/12
CUUR0000SA0,CPI_AllItems,2012,M05,May,229.815,-0.1,1.7,5/1/12
CUUR0000SA0,CPI_AllItems,2012,M06,June,229.478,-0.1,1.7,6/1/12
CUUR0000SA0,CPI_AllItems,2012,M07,July,229.104,-0.2,1.4,7/1/12
CUUR0000SA0,CPI_AllItems,2012,M08,August,230.379,0.6,1.7,8/1/12
CUUR0000SA0,CPI_AllItems,2012,M09,September,231.407,0.4,2,9/1/12
CUUR0000SA0,CPI_AllItems,2012,M10,October,231.317,0,2.2,10/1/12
CUUR0000SA0,CPI_AllItems,2012,M11,November,230.221,-0.5,1.8,11/1/12
CUUR0000SA0,CPI_AllItems,2012,M12,December,229.601,-0.3,1.7,12/1/12
CUUR0000SA0,CPI_AllItems,2013,M01,January,230.28,0.3,1.6,1/1/13
CUUR0000SA0,CPI_AllItems,2013,M02,February,232.166,0.8,2,2/1/13
CUUR0000SA0,CPI_AllItems,2013,M03,March,232.773,0.3,1.5,3/1/13
CUUR0000SA0,CPI_AllItems,2013,M04,April,232.531,-0.1,1.1,4/1/13
CUUR0000SA0,CPI_AllItems,2013,M05,May,232.945,0.2,1.4,5/1/13
CUUR0000SA0,CPI_AllItems,2013,M06,June,233.504,0.2,1.8,6/1/13
CUUR0000SA0,CPI_AllItems,2013,M07,July,233.596,0,2,7/1/13
CUUR0000SA0,CPI_AllItems,2013,M08,August,233.877,0.1,1.5,8/1/13
CUUR0000SA0,CPI_AllItems,2013,M09,September,234.149,0.1,1.2,9/1/13
CUUR0000SA0,CPI_AllItems,2013,M10,October,233.546,-0.3,1,10/1/13
CUUR0000SA0,CPI_AllItems,2013,M11,November,233.069,-0.2,1.2,11/1/13
CUUR0000SA0,CPI_AllItems,2013,M12,December,233.049,0,1.5,12/1/13
CUUR0000SA0,CPI_AllItems,2014,M01,January,233.916,0.4,1.6,1/1/14
CUUR0000SA0,CPI_AllItems,2014,M02,February,234.781,0.4,1.1,2/1/14
CUUR0000SA0,CPI_AllItems,2014,M03,March,236.293,0.6,1.5,3/1/14
CUUR0000SA0,CPI_AllItems,2014,M04,April,237.072,0.3,2,4/1/14
CUUR0000SA0,CPI_AllItems,2014,M05,May,237.9,0.3,2.1,5/1/14
CUUR0000SA0,CPI_AllItems,2014,M06,June,238.343,0.2,2.1,6/1/14
CUUR0000SA0,CPI_AllItems,2014,M07,July,238.25,0,2,7/1/14
CUUR0000SA0,CPI_AllItems,2014,M08,August,237.852,-0.2,1.7,8/1/14
CUUR0000SA0,CPI_AllItems,2014,M09,September,238.031,0.1,1.7,9/1/14
CUUR0000SA0,CPI_AllItems,2014,M10,October,237.433,-0.3,1.7,10/1/14
CUUR0000SA0,CPI_AllItems,2014,M11,November,236.151,-0.5,1.3,11/1/14
CUUR0000SA0,CPI_AllItems,2014,M12,December,234.812,-0.6,0.8,12/1/14
CUUR0000SA0,CPI_AllItems,2015,M01,January,233.707,-0.5,-0.1,1/1/15
CUUR0000SA0,CPI_AllItems,2015,M02,February,234.722,0.4,0,2/1/15
CUUR0000SA0,CPI_AllItems,2015,M03,March,236.119,0.6,-0.1,3/1/15
CUUR0000SA0,CPI_AllItems,2015,M04,April,236.599,0.2,-0.2,4/1/15
CUUR0000SA0,CPI_AllItems,2015,M05,May,237.805,0.5,0,5/1/15
CUUR0000SA0,CPI_AllItems,2015,M06,June,238.638,0.4,0.1,6/1/15
CUUR0000SA0,CPI_AllItems,2015,M07,July,238.654,0,0.2,7/1/15
CUUR0000SA0,CPI_AllItems,2015,M08,August,238.316,-0.1,0.2,8/1/15
CUUR0000SA0,CPI_AllItems,2015,M09,September,237.945,-0.2,0,9/1/15
CUUR0000SA0,CPI_AllItems,2015,M10,October,237.838,0,0.2,10/1/15
CUUR0000SA0,CPI_AllItems,2015,M11,November,237.336,-0.2,0.5,11/1/15
CUUR0000SA0,CPI_AllItems,2015,M12,December,236.525,-0.3,0.7,12/1/15
CUUR0000SA0,CPI_AllItems,2016,M01,January,236.916,0.2,1.4,1/1/16
CUUR0000SA0,CPI_AllItems,2016,M02,February,237.111,0.1,1,2/1/16
CUUR0000SA0,CPI_AllItems,2016,M03,March,238.132,0.4,0.9,3/1/16
CUUR0000SA0,CPI_AllItems,2016,M04,April,239.261,0.5,1.1,4/1/16
CUUR0000SA0,CPI_AllItems,2016,M05,May,240.229,0.4,1,5/1/16
CUUR0000SA0,CPI_AllItems,2016,M06,June,241.018,0.3,1,6/1/16
CUUR0000SA0,CPI_AllItems,2016,M07,July,240.628,-0.2,0.8,7/1/16
CUUR0000SA0,CPI_AllItems,2016,M08,August,240.849,0.1,1.1,8/1/16
CUUR0000SA0,CPI_AllItems,2016,M09,September,241.428,0.2,1.5,9/1/16
CUUR0000SA0,CPI_AllItems,2016,M10,October,241.729,0.1,1.6,10/1/16
CUUR0000SA0,CPI_AllItems,2016,M11,November,241.353,-0.2,1.7,11/1/16
CUUR0000SA0,CPI_AllItems,2016,M12,December,241.432,0,2.1,12/1/16
CUUR0000SA0,CPI_AllItems,2017,M01,January,242.839,0.6,2.5,1/1/17
CUUR0000SA0,CPI_AllItems,2017,M02,February,243.603,0.3,2.7,2/1/17
CUUR0000SA0,CPI_AllItems,2017,M03,March,243.801,0.1,2.4,3/1/17
CUUR0000SA0,CPI_AllItems,2017,M04,April,244.524,0.3,2.2,4/1/17
CUUR0000SA0,CPI_AllItems,2017,M05,May,244.733,0.1,1.9,5/1/17
CUUR0000SA0,CPI_AllItems,2017,M06,June,244.955,0.1,1.6,6/1/17
CUUR0000SA0,CPI_AllItems,2017,M07,July,244.786,-0.1,1.7,7/1/17
CUUR0000SA0,CPI_AllItems,2017,M08,August,245.519,0.3,1.9,8/1/17
CUUR0000SA0,CPI_AllItems,2017,M09,September,246.819,0.5,2.2,9/1/17
CUUR0000SA0,CPI_AllItems,2017,M10,October,246.663,-0.1,2,10/1/17
CUUR0000SA0,CPI_AllItems,2017,M11,November,246.669,0,2.2,11/1/17
CUUR0000SA0,CPI_AllItems,2017,M12,December,246.524,-0.1,2.1,12/1/17
CUUR0000SA0,CPI_AllItems,2018,M01,January,247.867,0.5,2.1,1/1/18
CUUR0000SA0,CPI_AllItems,2018,M02,February,248.991,0.5,2.2,2/1/18
CUUR0000SA0,CPI_AllItems,2018,M03,March,249.554,0.2,2.4,3/1/18
CUUR0000SA0,CPI_AllItems,2018,M04,April,250.546,0.4,2.5,4/1/18
CUUR0000SA0,CPI_AllItems,2018,M05,May,251.588,0.4,2.8,5/1/18
CUUR0000SA0,CPI_AllItems,2018,M06,June,251.989,0.2,2.9,6/1/18
CUUR0000SA0,CPI_AllItems,2018,M07,July,252.006,0,2.9,7/1/18
CUUR0000SA0,CPI_AllItems,2018,M08,August,252.146,0.1,2.7,8/1/18
CUUR0000SA0,CPI_AllItems,2018,M09,September,252.439,0.1,2.3,9/1/18
CUUR0000SA0,CPI_AllItems,2018,M10,October,252.885,0.2,2.5,10/1/18
CUUR0000SA0,CPI_AllItems,2018,M11,November,252.038,-0.3,2.2,11/1/18
CUUR0000SA0,CPI_AllItems,2018,M12,December,251.233,-0.3,1.9,12/1/18
CUUR0000SA0,CPI_AllItems,2019,M01,January,251.712,0.2,1.6,1/1/19
CUUR0000SA0,CPI_AllItems,2019,M02,February,252.776,0.4,1.5,2/1/19
CUUR0000SA0,CPI_AllItems,2019,M03,March,254.202,0.6,1.9,3/1/19
CUUR0000SA0,CPI_AllItems,2019,M04,April,255.548,0.5,2,4/1/19
CUUR0000SA0,CPI_AllItems,2019,M05,May,256.092,0.2,1.8,5/1/19
CUUR0000SA0,CPI_AllItems,2019,M06,June,256.143,0,1.6,6/1/19
CUUR0000SA0,CPI_AllItems,2019,M07,July,256.571,0.2,1.8,7/1/19
CUUR0000SA0,CPI_AllItems,2019,M08,August,256.558,0,1.7,8/1/19
CUUR0000SA0,CPI_AllItems,2019,M09,September,256.759,0.1,1.7,9/1/19
CUUR0000SA0,CPI_AllItems,2019,M10,October,257.346,0.2,1.8,10/1/19
CUUR0000SA0,CPI_AllItems,2019,M11,November,257.208,-0.1,2.1,11/1/19
CUUR0000SA0,CPI_AllItems,2019,M12,December,256.974,-0.1,2.3,12/1/19
CUUR0000SA0,CPI_AllItems,2020,M01,January,257.971,0.4,2.5,1/1/20
CUUR0000SA0,CPI_AllItems,2020,M02,February,258.678,0.3,2.3,2/1/20
CUUR0000SA0,CPI_AllItems,2020,M03,March,258.115,-0.2,1.5,3/1/20
CUUR0000SA0,CPI_AllItems,2020,M04,April,256.389,-0.7,0.3,4/1/20
CUUR0000SA0,CPI_AllItems,2020,M05,May,256.394,0,0.1,5/1/20
CUUR0000SA0,CPI_AllItems,2020,M06,June,257.797,0.5,0.6,6/1/20
CUUR0000SA0,CPI_AllItems,2020,M07,July,259.101,0.5,1,7/1/20
CUUR0000SA0,CPI_AllItems,2020,M08,August,259.918,0.3,1.3,8/1/20
CUUR0000SA0,CPI_AllItems,2020,M09,September,260.28,0.1,1.4,9/1/20
CUUR0000SA0,CPI_AllItems,2020,M10,October,260.388,0,1.2,10/1/20
CUUR0000SA0,CPI_AllItems,2020,M11,November,260.229,-0.1,1.2,11/1/20
CUUR0000SA0,CPI_AllItems,2020,M12,December,260.474,0.1,1.4,12/1/20
CUUR0000SA0,CPI_AllItems,2021,M01,January,261.582,0.4,1.4,1/1/21
CUUR0000SA0,CPI_AllItems,2021,M02,February,263.014,0.5,1.7,2/1/21
CUUR0000SA0,CPI_AllItems,2021,M03,March,264.877,0.7,2.6,3/1/21
CUUR0000SA0,CPI_AllItems,2021,M04,April,267.054,0.8,4.2,4/1/21
CUUR0000SA0,CPI_AllItems,2021,M05,May,269.195,0.8,5,5/1/21
CUUR0000SA0,CPI_AllItems,2021,M06,June,271.696,0.9,5.4,6/1/21
CUUR0000SA0,CPI_AllItems,2021,M07,July,273.003,0.5,5.4,7/1/21
CUUR0000SA0,CPI_AllItems,2021,M08,August,273.567,0.2,5.3,8/1/21
CUUR0000SA0,CPI_AllItems,2021,M09,September,274.31,0.3,5.4,9/1/21
CUUR0000SA0,CPI_AllItems,2021,M10,October,276.589,0.8,6.2,10/1/21
CUUR0000SA0,CPI_AllItems,2021,M11,November,277.948,0.5,6.8,11/1/21
CUUR0000SA0,CPI_AllItems,2021,M12,December,278.802,0.3,7,12/1/21
CUUR0000SA0,CPI_AllItems,2022,M01,January,281.148,0.8,7.5,1/1/22
CUUR0000SA0,CPI_AllItems,2022,M02,February,283.716,0.9,7.9,2/1/22
CUUR0000SA0,CPI_AllItems,2022,M03,March,287.504,1.3,8.5,3/1/22
CUUR0000SA0,CPI_AllItems,2022,M04,April,289.109,0.6,8.3,4/1/22
CUUR0000SA0,CPI_AllItems,2022,M05,May,292.296,1.1,8.6,5/1/22
CUUR0000SA0,CPI_AllItems,2022,M06,June,296.311,1.4,9.1,6/1/22
CUUR0000SA0,CPI_AllItems,2022,M07,July,296.276,0,8.5,7/1/22
CUUR0000SA0,CPI_AllItems,2022,M08,August,296.171,0,8.3,8/1/22
CUUR0000SA0,CPI_AllItems,2022,M09,September,296.808,0.2,8.2,9/1/22
CUUR0000SA0,CPI_AllItems,2022,M10,October,298.012,0.4,7.7,10/1/22
CUUR0000SA0,CPI_AllItems,2022,M11,November,297.711,-0.1,7.1,11/1/22
CUUR0000SA0,CPI_AllItems,2022,M12,December,296.797,-0.3,6.5,12/1/22
CUUR0000SA0,CPI_AllItems,2023,M01,January,299.17,0.8,6.4,1/1/23
CUUR0000SA0,CPI_AllItems,2023,M02,February,300.84,0.6,6,2/1/23
CUUR0000SA0,CPI_AllItems,2023,M03,March,301.836,0.3,5,3/1/23
CUUR0000SA0,CPI_AllItems,2023,M04,April,303.363,0.5,4.9,4/1/23
CUUR0000SA0,CPI_AllItems,2023,M05,May,304.127,0.3,4,5/1/23
CUUR0000SA0,CPI_AllItems,2023,M06,June,305.109,0.3,3,6/1/23
CUUR0000SA0,CPI_AllItems,2023,M07,July,305.691,0.2,3.2,7/1/23
CUUR0000SA0,CPI_AllItems,2023,M08,August,307.026,0.4,3.7,8/1/23
CUUR0000SA0,CPI_AllItems,2023,M09,September,307.789,0.2,3.7,9/1/23
CUUR0000SA0,CPI_AllItems,2023,M10,October,307.671,0,3.2,10/1/23
CUUR0000SA0,CPI_AllItems,2023,M11,November,307.051,-0.2,3.1,11/1/23
