Series ID,Series Label,Year,Period,Period Name,Value,Percent Change (1),Percent Change (12),Date
CES0500000003,AverageHourlyEarnings,2010,M07,July,22.59,0.3,1.8,2010-07-01
CES0500000003,AverageHourlyEarnings,2010,M08,August,22.62,0.1,1.8,2010-08-01
CES0500000003,AverageHourlyEarnings,2010,M09,September,22.67,0.2,1.8,2010-09-01
CES0500000003,AverageHourlyEarnings,2010,M10,October,22.74,0.3,2.0,2010-10-01
CES0500000003,AverageHourlyEarnings,2010,M11,November,22.73,0.0,1.7,2010-11-01
CES0500000003,AverageHourlyEarnings,2010,M12,December,22.76,0.1,1.8,2010-12-01
CES0500000003,AverageHourlyEarnings,2011,M01,January,22.86,0.4,2.0,2011-01-01
CES0500000003,AverageHourlyEarnings,2011,M02,February,22.87,0.0,1.9,2011-02-01
CES0500000003,AverageHourlyEarnings,2011,M03,March,22.87,0.0,1.8,2011-03-01
CES0500000003,AverageHourlyEarnings,2011,M04,April,22.91,0.2,1.9,2011-04-01
CES0500000003,AverageHourlyEarnings,2011,M05,May,22.98,0.3,2.0,2011-05-01
CES0500000003,AverageHourlyEarnings,2011,M06,June,23.01,0.1,2.1,2011-06-01
CES0500000003,AverageHourlyEarnings,2011,M07,July,23.1,0.4,2.3,2011-07-01
CES0500000003,AverageHourlyEarnings,2011,M08,August,23.07,-0.1,2.0,2011-08-01
CES0500000003,AverageHourlyEarnings,2011,M09,September,23.12,0.2,2.0,2011-09-01
CES0500000003,AverageHourlyEarnings,2011,M10,October,23.2,0.3,2.0,2011-10-01
CES0500000003,AverageHourlyEarnings,2011,M11,November,23.19,0.0,2.0,2011-11-01
CES0500000003,AverageHourlyEarnings,2011,M12,December,23.22,0.1,2.0,2011-12-01
CES0500000003,AverageHourlyEarnings,2012,M01,January,23.25,0.1,1.7,2012-01-01
CES0500000003,AverageHourlyEarnings,2012,M02,February,23.28,0.1,1.8,2012-02-01
CES0500000003,AverageHourlyEarnings,2012,M03,March,23.36,0.3,2.1,2012-03-01
CES0500000003,AverageHourlyEarnings,2012,M04,April,23.39,0.1,2.1,2012-04-01
CES0500000003,AverageHourlyEarnings,2012,M05,May,23.4,0.0,1.8,2012-05-01
CES0500000003,AverageHourlyEarnings,2012,M06,June,23.46,0.3,2.0,2012-06-01
CES0500000003,AverageHourlyEarnings,2012,M07,July,23.5,0.2,1.7,2012-07-01
CES0500000003,AverageHourlyEarnings,2012,M08,August,23.48,-0.1,1.8,2012-08-01
CES0500000003,AverageHourlyEarnings,2012,M09,September,23.57,0.4,1.9,2012-09-01
CES0500000003,AverageHourlyEarnings,2012,M10,October,23.56,0.0,1.6,2012-10-01
CES0500000003,AverageHourlyEarnings,2012,M11,November,23.63,0.3,1.9,2012-11-01
CES0500000003,AverageHourlyEarnings,2012,M12,December,23.73,0.4,2.2,2012-12-01
CES0500000003,AverageHourlyEarnings,2013,M01,January,23.75,0.1,2.2,2013-01-01
CES0500000003,AverageHourlyEarnings,2013,M02,February,23.78,0.1,2.1,2013-02-01
CES0500000003,AverageHourlyEarnings,2013,M03,March,23.8,0.1,1.9,2013-03-01
CES0500000003,AverageHourlyEarnings,2013,M04,April,23.87,0.3,2.1,2013-04-01
CES0500000003,AverageHourlyEarnings,2013,M05,May,23.89,0.1,2.1,2013-05-01
CES0500000003,AverageHourlyEarnings,2013,M06,June,23.96,0.3,2.1,2013-06-01
CES0500000003,AverageHourlyEarnings,2013,M07,July,23.98,0.1,2.0,2013-07-01
CES0500000003,AverageHourlyEarnings,2013,M08,August,24.02,0.2,2.3,2013-08-01
CES0500000003,AverageHourlyEarnings,2013,M09,September,24.06,0.2,2.1,2013-09-01
CES0500000003,AverageHourlyEarnings,2013,M10,October,24.09,0.1,2.2,2013-10-01
CES0500000003,AverageHourlyEarnings,2013,M11,November,24.16,0.3,2.2,2013-11-01
CES0500000003,AverageHourlyEarnings,2013,M12,December,24.18,0.1,1.9,2013-12-01
CES0500000003,AverageHourlyEarnings,2014,M01,January,24.23,0.2,2.0,2014-01-01
CES0500000003,AverageHourlyEarnings,2014,M02,February,24.33,0.4,2.3,2014-02-01
CES0500000003,AverageHourlyEarnings,2014,M03,March,24.32,0.0,2.2,2014-03-01
CES0500000003,AverageHourlyEarnings,2014,M04,April,24.34,0.1,2.0,2014-04-01
CES0500000003,AverageHourlyEarnings,2014,M05,May,24.4,0.2,2.1,2014-05-01
CES0500000003,AverageHourlyEarnings,2014,M06,June,24.46,0.2,2.1,2014-06-01
CES0500000003,AverageHourlyEarnings,2014,M07,July,24.48,0.1,2.1,2014-07-01
CES0500000003,AverageHourlyEarnings,2014,M08,August,24.54,0.2,2.2,2014-08-01
CES0500000003,AverageHourlyEarnings,2014,M09,September,24.55,0.0,2.0,2014-09-01
CES0500000003,AverageHourlyEarnings,2014,M10,October,24.58,0.1,2.0,2014-10-01
CES0500000003,AverageHourlyEarnings,2014,M11,November,24.66,0.3,2.1,2014-11-01
CES0500000003,AverageHourlyEarnings,2014,M12,December,24.62,-0.2,1.8,2014-12-01
CES0500000003,AverageHourlyEarnings,2015,M01,January,24.75,0.5,2.1,2015-01-01
CES0500000003,AverageHourlyEarnings,2015,M02,February,24.79,0.2,1.9,2015-02-01
CES0500000003,AverageHourlyEarnings,2015,M03,March,24.86,0.3,2.2,2015-03-01
CES0500000003,AverageHourlyEarnings,2015,M04,April,24.89,0.1,2.3,2015-04-01
CES0500000003,AverageHourlyEarnings,2015,M05,May,24.97,0.3,2.3,2015-05-01
CES0500000003,AverageHourlyEarnings,2015,M06,June,24.97,0.0,2.1,2015-06-01
CES0500000003,AverageHourlyEarnings,2015,M07,July,25.0,0.1,2.1,2015-07-01
CES0500000003,AverageHourlyEarnings,2015,M08,August,25.09,0.4,2.2,2015-08-01
CES0500000003,AverageHourlyEarnings,2015,M09,September,25.11,0.1,2.3,2015-09-01
CES0500000003,AverageHourlyEarnings,2015,M10,October,25.19,0.3,2.5,2015-10-01
CES0500000003,AverageHourlyEarnings,2015,M11,November,25.25,0.2,2.4,2015-11-01
CES0500000003,AverageHourlyEarnings,2015,M12,December,25.24,0.0,2.5,2015-12-01
CES0500000003,AverageHourlyEarnings,2016,M01,January,25.38,0.6,2.5,2016-01-01
CES0500000003,AverageHourlyEarnings,2016,M02,February,25.38,0.0,2.4,2016-02-01
CES0500000003,AverageHourlyEarnings,2016,M03,March,25.45,0.3,2.4,2016-03-01
CES0500000003,AverageHourlyEarnings,2016,M04,April,25.53,0.3,2.6,2016-04-01
CES0500000003,AverageHourlyEarnings,2016,M05,May,25.58,0.2,2.4,2016-05-01
CES0500000003,AverageHourlyEarnings,2016,M06,June,25.62,0.2,2.6,2016-06-01
CES0500000003,AverageHourlyEarnings,2016,M07,July,25.69,0.3,2.8,2016-07-01
CES0500000003,AverageHourlyEarnings,2016,M08,August,25.72,0.1,2.5,2016-08-01
CES0500000003,AverageHourlyEarnings,2016,M09,September,25.77,0.2,2.6,2016-09-01
CES0500000003,AverageHourlyEarnings,2016,M10,October,25.89,0.5,2.8,2016-10-01
CES0500000003,AverageHourlyEarnings,2016,M11,November,25.9,0.0,2.6,2016-11-01
CES0500000003,AverageHourlyEarnings,2016,M12,December,25.92,0.1,2.7,2016-12-01
CES0500000003,AverageHourlyEarnings,2017,M01,January,26.0,0.3,2.4,2017-01-01
CES0500000003,AverageHourlyEarnings,2017,M02,February,26.07,0.3,2.7,2017-02-01
CES0500000003,AverageHourlyEarnings,2017,M03,March,26.11,0.2,2.6,2017-03-01
CES0500000003,AverageHourlyEarnings,2017,M04,April,26.17,0.2,2.5,2017-04-01
CES0500000003,AverageHourlyEarnings,2017,M05,May,26.21,0.2,2.5,2017-05-01
CES0500000003,AverageHourlyEarnings,2017,M06,June,26.26,0.2,2.5,2017-06-01
CES0500000003,AverageHourlyEarnings,2017,M07,July,26.36,0.4,2.6,2017-07-01
CES0500000003,AverageHourlyEarnings,2017,M08,August,26.38,0.1,2.6,2017-08-01
CES0500000003,AverageHourlyEarnings,2017,M09,September,26.49,0.4,2.8,2017-09-01
CES0500000003,AverageHourlyEarnings,2017,M10,October,26.49,0.0,2.3,2017-10-01
CES0500000003,AverageHourlyEarnings,2017,M11,November,26.53,0.2,2.4,2017-11-01
CES0500000003,AverageHourlyEarnings,2017,M12,December,26.61,0.3,2.7,2017-12-01
CES0500000003,AverageHourlyEarnings,2018,M01,January,26.73,0.5,2.8,2018-01-01
CES0500000003,AverageHourlyEarnings,2018,M02,February,26.75,0.1,2.6,2018-02-01
CES0500000003,AverageHourlyEarnings,2018,M03,March,26.86,0.4,2.9,2018-03-01
CES0500000003,AverageHourlyEarnings,2018,M04,April,26.91,0.2,2.8,2018-04-01
CES0500000003,AverageHourlyEarnings,2018,M05,May,26.98,0.3,2.9,2018-05-01
CES0500000003,AverageHourlyEarnings,2018,M06,June,27.04,0.2,3.0,2018-06-01
CES0500000003,AverageHourlyEarnings,2018,M07,July,27.09,0.2,2.8,2018-07-01
CES0500000003,AverageHourlyEarnings,2018,M08,August,27.2,0.4,3.1,2018-08-01
CES0500000003,AverageHourlyEarnings,2018,M09,September,27.32,0.4,3.1,2018-09-01
CES0500000003,AverageHourlyEarnings,2018,M10,October,27.37,0.2,3.3,2018-10-01
CES0500000003,AverageHourlyEarnings,2018,M11,November,27.44,0.3,3.4,2018-11-01
CES0500000003,AverageHourlyEarnings,2018,M12,December,27.55,0.4,3.5,2018-12-01
CES0500000003,AverageHourlyEarnings,2019,M01,January,27.59,0.1,3.2,2019-01-01
CES0500000003,AverageHourlyEarnings,2019,M02,February,27.71,0.4,3.6,2019-02-01
CES0500000003,AverageHourlyEarnings,2019,M03,March,27.8,0.3,3.5,2019-03-01
CES0500000003,AverageHourlyEarnings,2019,M04,April,27.78,-0.1,3.2,2019-04-01
CES0500000003,AverageHourlyEarnings,2019,M05,May,27.86,0.3,3.3,2019-05-01
CES0500000003,AverageHourlyEarnings,2019,M06,June,27.95,0.3,3.4,2019-06-01
CES0500000003,AverageHourlyEarnings,2019,M07,July,28.02,0.3,3.4,2019-07-01
CES0500000003,AverageHourlyEarnings,2019,M08,August,28.13,0.4,3.4,2019-08-01
CES0500000003,AverageHourlyEarnings,2019,M09,September,28.17,0.1,3.1,2019-09-01
CES0500000003,AverageHourlyEarnings,2019,M10,October,28.23,0.2,3.1,2019-10-01
CES0500000003,AverageHourlyEarnings,2019,M11,November,28.35,0.4,3.3,2019-11-01
CES0500000003,AverageHourlyEarnings,2019,M12,December,28.37,0.1,3.0,2019-12-01
CES0500000003,AverageHourlyEarnings,2020,M01,January,28.44,0.2,3.1,2020-01-01
CES0500000003,AverageHourlyEarnings,2020,M02,February,28.55,0.4,3.0,2020-02-01
CES0500000003,AverageHourlyEarnings,2020,M03,March,28.77,0.8,3.5,2020-03-01
CES0500000003,AverageHourlyEarnings,2020,M04,April,30.01,4.3,8.0,2020-04-01
CES0500000003,AverageHourlyEarnings,2020,M05,May,29.72,-1.0,6.7,2020-05-01
CES0500000003,AverageHourlyEarnings,2020,M06,June,29.38,-1.1,5.1,2020-06-01
CES0500000003,AverageHourlyEarnings,2020,M07,July,29.38,0.0,4.9,2020-07-01
CES0500000003,AverageHourlyEarnings,2020,M08,August,29.48,0.3,4.8,2020-08-01
CES0500000003,AverageHourlyEarnings,2020,M09,September,29.51,0.1,4.8,2020-09-01
CES0500000003,AverageHourlyEarnings,2020,M10,October,29.54,0.1,4.6,2020-10-01
CES0500000003,AverageHourlyEarnings,2020,M11,November,29.63,0.3,4.5,2020-11-01
CES0500000003,AverageHourlyEarnings,2020,M12,December,29.9,0.9,5.4,2020-12-01
CES0500000003,AverageHourlyEarnings,2021,M01,January,29.93,0.1,5.2,2021-01-01
CES0500000003,AverageHourlyEarnings,2021,M02,February,30.06,0.4,5.3,2021-02-01
CES0500000003,AverageHourlyEarnings,2021,M03,March,30.06,0.0,4.5,2021-03-01
CES0500000003,AverageHourlyEarnings,2021,M04,April,30.21,0.5,0.7,2021-04-01
CES0500000003,AverageHourlyEarnings,2021,M05,May,30.39,0.6,2.3,2021-05-01
CES0500000003,AverageHourlyEarnings,2021,M06,June,30.54,0.5,3.9,2021-06-01
CES0500000003,AverageHourlyEarnings,2021,M07,July,30.65,0.4,4.3,2021-07-01
CES0500000003,AverageHourlyEarnings,2021,M08,August,30.77,0.4,4.4,2021-08-01
CES0500000003,AverageHourlyEarnings,2021,M09,September,30.95,0.6,4.9,2021-09-01
CES0500000003,AverageHourlyEarnings,2021,M10,October,31.15,0.6,5.5,2021-10-01
CES0500000003,AverageHourlyEarnings,2021,M11,November,31.24,0.3,5.4,2021-11-01
CES0500000003,AverageHourlyEarnings,2021,M12,December,31.4,0.5,5.0,2021-12-01
CES0500000003,AverageHourlyEarnings,2022,M01,January,31.63,0.7,5.7,2022-01-01
CES0500000003,AverageHourlyEarnings,2022,M02,February,31.65,0.1,5.3,2022-02-01
CES0500000003,AverageHourlyEarnings,2022,M03,March,31.84,0.6,5.9,2022-03-01
CES0500000003,AverageHourlyEarnings,2022,M04,April,31.95,0.3,5.8,2022-04-01
CES0500000003,AverageHourlyEarnings,2022,M05,May,32.08,0.4,5.6,2022-05-01
CES0500000003,AverageHourlyEarnings,2022,M06,June,32.2,0.4,5.4,2022-06-01
CES0500000003,AverageHourlyEarnings,2022,M07,July,32.33,0.4,5.5,2022-07-01
CES0500000003,AverageHourlyEarnings,2022,M08,August,32.44,0.3,5.4,2022-08-01
CES0500000003,AverageHourlyEarnings,2022,M09,September,32.54,0.3,5.1,2022-09-01
CES0500000003,AverageHourlyEarnings,2022,M10,October,32.7,0.5,5.0,2022-10-01
CES0500000003,AverageHourlyEarnings,2022,M11,November,32.83,0.4,5.1,2022-11-01
CES0500000003,AverageHourlyEarnings,2022,M12,December,32.94,0.3,4.9,2022-12-01
CES0500000003,AverageHourlyEarnings,2023,M01,January,33.07,0.4,4.6,2023-01-01
CES0500000003,AverageHourlyEarnings,2023,M02,February,33.15,0.2,4.7,2023-02-01
CES0500000003,AverageHourlyEarnings,2023,M03,March,33.31,0.5,4.6,2023-03-01
CES0500000003,AverageHourlyEarnings,2023,M04,April,33.44,0.4,4.7,2023-04-01
CES0500000003,AverageHourlyEarnings,2023,M05,May,33.54,0.3,4.6,2023-05-01
CES0500000003,AverageHourlyEarnings,2023,M06,June,33.7,0.5,4.7,2023-06-01
CES0500000003,AverageHourlyEarnings,2023,M07,July,33.84,0.4,4.7,2023-07-01
CES0500000003,AverageHourlyEarnings,2023,M08,August,33.91,0.2,4.5,2023-08-01
CES0500000003,AverageHourlyEarnings,2023,M09,September,34.01,0.3,4.5,2023-09-01
CES0500000003,AverageHourlyEarnings,2023,M10,October,34.1,0.3,4.3,2023-10-01
CES0500000003,AverageHourlyEarnings,2023,M11,November,34.23,0.4,4.3,2023-11-01
CES0500000003,AverageHourlyEarnings,2023,M12,December,34.34,0.3,4.3,2023-12-01
CES0500000003,AverageHourlyEarnings,2024,M01,January,34.51,0.5,4.4,2024-01-01
CES0500000003,AverageHourlyEarnings,2024,M02,February,34.56,0.1,4.3,2024-02-01
CES0500000003,AverageHourlyEarnings,2024,M03,March,34.69,0.4,4.1,2024-03-01
CES0500000003,AverageHourlyEarnings,2024,M04,April,34.75,0.2,3.9,2024-04-01
CES0500000003,AverageHourlyEarnings,2024,M05,May,34.88,0.4,4.0,2024-05-01
CES0500000003,AverageHourlyEarnings,2024,M06,June,34.99,0.3,3.8,2024-06-01
CES0500000003,AverageHourlyEarnings,2024,M07,July,35.07,0.2,3.6,2024-07-01
CES0500000003,AverageHourlyEarnings,2024,M08,August,35.21,0.4,3.8,2024-08-01
CES0500000011,AverageWeeklyEarnings,2006,M03,March,685.71,,,2006-03-01
CES0500000011,AverageWeeklyEarnings,2006,M04,April,691.15,0.8,,2006-04-01
CES0500000011,AverageWeeklyEarnings,2006,M05,May,690.46,-0.1,,2006-05-01
CES0500000011,AverageWeeklyEarnings,2006,M06,June,695.91,0.8,,2006-06-01
CES0500000011,AverageWeeklyEarnings,2006,M07,July,695.95,0.0,,2006-07-01
CES0500000011,AverageWeeklyEarnings,2006,M08,August,696.98,0.1,,2006-08-01
CES0500000011,AverageWeeklyEarnings,2006,M09,September,702.1,0.7,,2006-09-01
CES0500000011,AverageWeeklyEarnings,2006,M10,October,700.75,-0.2,,2006-10-01
CES0500000011,AverageWeeklyEarnings,2006,M11,November,702.81,0.3,,2006-11-01
CES0500000011,AverageWeeklyEarnings,2006,M12,December,709.67,1.0,,2006-12-01
CES0500000011,AverageWeeklyEarnings,2007,M01,January,706.24,-0.5,,2007-01-01
CES0500000011,AverageWeeklyEarnings,2007,M02,February,709.32,0.4,,2007-02-01
CES0500000011,AverageWeeklyEarnings,2007,M03,March,713.11,0.5,4.0,2007-03-01
CES0500000011,AverageWeeklyEarnings,2007,M04,April,714.83,0.2,3.4,2007-04-01
CES0500000011,AverageWeeklyEarnings,2007,M05,May,716.9,0.3,3.8,2007-05-01
CES0500000011,AverageWeeklyEarnings,2007,M06,June,722.78,0.8,3.9,2007-06-01
CES0500000011,AverageWeeklyEarnings,2007,M07,July,720.68,-0.3,3.6,2007-07-01
CES0500000011,AverageWeeklyEarnings,2007,M08,August,722.4,0.2,3.6,2007-08-01
CES0500000011,AverageWeeklyEarnings,2007,M09,September,723.78,0.2,3.1,2007-09-01
CES0500000011,AverageWeeklyEarnings,2007,M10,October,722.36,-0.2,3.1,2007-10-01
CES0500000011,AverageWeeklyEarnings,2007,M11,November,726.53,0.6,3.4,2007-11-01
CES0500000011,AverageWeeklyEarnings,2007,M12,December,728.25,0.2,2.6,2007-12-01
CES0500000011,AverageWeeklyEarnings,2008,M01,January,729.28,0.1,3.3,2008-01-01
CES0500000011,AverageWeeklyEarnings,2008,M02,February,729.22,0.0,2.8,2008-02-01
CES0500000011,AverageWeeklyEarnings,2008,M03,March,734.78,0.8,3.0,2008-03-01
CES0500000011,AverageWeeklyEarnings,2008,M04,April,735.47,0.1,2.9,2008-04-01
CES0500000011,AverageWeeklyEarnings,2008,M05,May,738.57,0.4,3.0,2008-05-01
CES0500000011,AverageWeeklyEarnings,2008,M06,June,739.94,0.2,2.4,2008-06-01
CES0500000011,AverageWeeklyEarnings,2008,M07,July,740.88,0.1,2.8,2008-07-01
CES0500000011,AverageWeeklyEarnings,2008,M08,August,744.31,0.5,3.0,2008-08-01
CES0500000011,AverageWeeklyEarnings,2008,M09,September,742.82,-0.2,2.6,2008-09-01
CES0500000011,AverageWeeklyEarnings,2008,M10,October,746.37,0.5,3.3,2008-10-01
CES0500000011,AverageWeeklyEarnings,2008,M11,November,745.77,-0.1,2.6,2008-11-01
CES0500000011,AverageWeeklyEarnings,2008,M12,December,743.77,-0.3,2.1,2008-12-01
CES0500000011,AverageWeeklyEarnings,2009,M01,January,746.64,0.4,2.4,2009-01-01
CES0500000011,AverageWeeklyEarnings,2009,M02,February,747.66,0.1,2.5,2009-02-01
CES0500000011,AverageWeeklyEarnings,2009,M03,March,745.63,-0.3,1.5,2009-03-01
CES0500000011,AverageWeeklyEarnings,2009,M04,April,746.64,0.1,1.5,2009-04-01
CES0500000011,AverageWeeklyEarnings,2009,M05,May,747.32,0.1,1.2,2009-05-01
CES0500000011,AverageWeeklyEarnings,2009,M06,June,746.12,-0.2,0.8,2009-06-01
CES0500000011,AverageWeeklyEarnings,2009,M07,July,749.68,0.5,1.2,2009-07-01
CES0500000011,AverageWeeklyEarnings,2009,M08,August,751.37,0.2,0.9,2009-08-01
CES0500000011,AverageWeeklyEarnings,2009,M09,September,754.95,0.5,1.6,2009-09-01
CES0500000011,AverageWeeklyEarnings,2009,M10,October,753.74,-0.2,1.0,2009-10-01
CES0500000011,AverageWeeklyEarnings,2009,M11,November,757.67,0.5,1.6,2009-11-01
CES0500000011,AverageWeeklyEarnings,2009,M12,December,758.0,0.0,1.9,2009-12-01
CES0500000011,AverageWeeklyEarnings,2010,M01,January,761.94,0.5,2.0,2010-01-01
CES0500000011,AverageWeeklyEarnings,2010,M02,February,758.81,-0.4,1.5,2010-02-01
CES0500000011,AverageWeeklyEarnings,2010,M03,March,763.64,0.6,2.4,2010-03-01
CES0500000011,AverageWeeklyEarnings,2010,M04,April,766.91,0.4,2.7,2010-04-01
CES0500000011,AverageWeeklyEarnings,2010,M05,May,768.27,0.2,2.8,2010-05-01
CES0500000011,AverageWeeklyEarnings,2010,M06,June,768.27,0.0,3.0,2010-06-01
CES0500000011,AverageWeeklyEarnings,2010,M07,July,772.58,0.6,3.1,2010-07-01
CES0500000011,AverageWeeklyEarnings,2010,M08,August,773.6,0.1,3.0,2010-08-01
CES0500000011,AverageWeeklyEarnings,2010,M09,September,777.58,0.5,3.0,2010-09-01
CES0500000011,AverageWeeklyEarnings,2010,M10,October,779.98,0.3,3.5,2010-10-01
CES0500000011,AverageWeeklyEarnings,2010,M11,November,779.64,0.0,2.9,2010-11-01
CES0500000011,AverageWeeklyEarnings,2010,M12,December,780.67,0.1,3.0,2010-12-01
CES0500000011,AverageWeeklyEarnings,2011,M01,January,781.81,0.1,2.6,2011-01-01
CES0500000011,AverageWeeklyEarnings,2011,M02,February,784.44,0.3,3.4,2011-02-01
CES0500000011,AverageWeeklyEarnings,2011,M03,March,784.44,0.0,2.7,2011-03-01
CES0500000011,AverageWeeklyEarnings,2011,M04,April,788.1,0.5,2.8,2011-04-01
CES0500000011,AverageWeeklyEarnings,2011,M05,May,790.51,0.3,2.9,2011-05-01
CES0500000011,AverageWeeklyEarnings,2011,M06,June,791.54,0.1,3.0,2011-06-01
CES0500000011,AverageWeeklyEarnings,2011,M07,July,794.64,0.4,2.9,2011-07-01
CES0500000011,AverageWeeklyEarnings,2011,M08,August,791.3,-0.4,2.3,2011-08-01
CES0500000011,AverageWeeklyEarnings,2011,M09,September,795.33,0.5,2.3,2011-09-01
CES0500000011,AverageWeeklyEarnings,2011,M10,October,800.4,0.6,2.6,2011-10-01
CES0500000011,AverageWeeklyEarnings,2011,M11,November,797.74,-0.3,2.3,2011-11-01
CES0500000011,AverageWeeklyEarnings,2011,M12,December,798.77,0.1,2.3,2011-12-01
CES0500000011,AverageWeeklyEarnings,2012,M01,January,802.13,0.4,2.6,2012-01-01
CES0500000011,AverageWeeklyEarnings,2012,M02,February,803.16,0.1,2.4,2012-02-01
CES0500000011,AverageWeeklyEarnings,2012,M03,March,805.92,0.3,2.7,2012-03-01
CES0500000011,AverageWeeklyEarnings,2012,M04,April,804.62,-0.2,2.1,2012-04-01
CES0500000011,AverageWeeklyEarnings,2012,M05,May,804.96,0.0,1.8,2012-05-01
CES0500000011,AverageWeeklyEarnings,2012,M06,June,807.02,0.3,2.0,2012-06-01
CES0500000011,AverageWeeklyEarnings,2012,M07,July,808.4,0.2,1.7,2012-07-01
CES0500000011,AverageWeeklyEarnings,2012,M08,August,807.71,-0.1,2.1,2012-08-01
CES0500000011,AverageWeeklyEarnings,2012,M09,September,810.81,0.4,1.9,2012-09-01
